Application ID,Company,Role,Status,Decision,Purpose,Match Score,Match Class,ATS Estimate,Technical Match,Experience Match,AI Match,Company Trust Score,Company Verdict,Platform,Work Mode,Country,Location,Date Found,Date Posted,Applied Date,Deadline,Job URL,Canonical URL,Official Company URL,Resume Version,Resume File,Resume Attachment,Missing Skills,Next Action,Notes,_page_id,_page_url,_created_time,_last_edited_time,_archived,Salary INR Approx,Recruiter,Interview Date,Recruiter Email,Offer Salary,Discovered By,Created,Next Action Date,Company Check Notes,Resume Variant,External Job ID,Reason Not Applied,AmbitionBox Rating,Salary Confidence,Salary Currency,Recruiter URL,Application Method,Rejection Reason,Response,Decision Reason,Verification,Salary Stated,Follow-up Date,Email Status,Google Maps Presence,Glassdoor Rating,Experience Required,Source Confidence,Last Edited,Assessment,Interview Stage,Normalized Role,Company + Role
APP31,Exaze,Backend Developer (Java),REJECTED,DO NOT APPLY,,56,Low Priority,,,,,,UNVERIFIED,Other,Hybrid,India,"Hyderabad, TG, India",2026-09-05,,,,https://builtinhyderabad.in/job/backend-developer-java/10799612,,,,,,"Python at 5-8 yrs professional depth; Node.js; AWS serverless (Lambda, API Gateway, CDK/CloudFormation, DynamoDB, ECS, Cognito); Docker; event-driven architecture; monorepo patterns",,Posted 14 days ago. Very broad stack demand for one role - worth noting as a pattern: several Hyderabad postings now bundle Java + Python + Node + AWS into a single mid-level req.,3d2be82c-b558-81b7-a7a8-d887d71a1400,https://app.notion.com/p/Exaze-Backend-Developer-Java-3d2be82cb55881b7a7a8d887d71a1400,2026-09-05T06:30:00.000Z,2026-09-05T06:30:00.000Z,FALSE,,,,,,,2026-09-05T06:30:00.000Z,,"3a check not run - the job fell below the 60-point line on fit, so no company spend was warranted. Exaze is a smaller firm with no verified registration, office or rating data on this tracker; a full check would be REQUIRED before any application.",,,,,UNKNOWN,,,,,,"Java and Spring Boot are mandatory and that part fits, but the same posting also demands 5-8 years of Python and 2-8 years of Node.js alongside AWS serverless (Lambda, API Gateway, CDK/CloudFormation). Leela's Python is academic/personal, not professional, and she has no Node.js - meeting this JD honestly is not possible. Score 56, below the 60 line. Hyderabad hybrid is otherwise a good location.",REAL,,,,Not checked,,"5-8 yrs backend, 5-8 yrs Python, 2-8 yrs AWS, 2-8 yrs Node.js",MEDIUM,2026-09-05T06:30:00.000Z,,,backend developer java,Exaze — Backend Developer (Java)
APP32,Portcast,Backend Engineer,REJECTED,DO NOT APPLY,,52,Low Priority,,,,,,UNVERIFIED,Other,Remote-India,India,"Hyderabad, TG, India",2026-09-05,,,,https://builtinhyderabad.in/job/backend-engineer-mid-level/9913224,,,,,,Python/Flask at production depth; AWS hands-on; Elasticsearch; Spark; Docker,,Reposted 20 days ago. Listed as In-Office or Remote - do not treat as fully remote without confirming.,3d2be82c-b558-81c7-adfd-cd0e90e5ea2d,https://app.notion.com/p/Portcast-Backend-Engineer-3d2be82cb55881c7adfdcd0e90e5ea2d,2026-09-05T06:30:00.000Z,2026-09-05T06:30:00.000Z,FALSE,,,,,,,2026-09-05T06:30:00.000Z,,3a check not run - below the 60-point line on fit. Portcast is a smaller supply-chain startup; a full check would be REQUIRED before any application.,,,,,UNKNOWN,,,,,,"Python and Flask are the core stack with AWS; Java is absent, so Leela's strongest evidence does not transfer (Java relevance 2/10). The ML-integration exposure and remote-India work mode are attractive, but the technical match is weak and 5+ yrs is asked against her 4.7. Score 52.",REAL,,,,Not checked,,5+ years designing and developing production systems,MEDIUM,2026-09-05T06:30:00.000Z,,,backend engineer,Portcast — Backend Engineer
APP29,Dialpad,AI Transformation Engineer,REJECTED,DO NOT APPLY,,51,Low Priority,,,,,,UNVERIFIED,Company Career Page,Unknown,India,"Bengaluru, India",2026-09-05,,,,https://job-boards.greenhouse.io/dialpad/jobs/8700100002,https://job-boards.greenhouse.io/dialpad/jobs/8700100002,,,,,Production Python at depth; deployed RAG systems; LangGraph/LangChain/OpenAI Agents SDK; GCP; LLM evaluation frameworks; containerised deployment,,Genuinely on Leela's target trajectory - keep Dialpad on the watch list and re-check after the RAG and multi-agent projects are built.,3d2be82c-b558-815c-9e15-e06b788e6a43,https://app.notion.com/p/Dialpad-AI-Transformation-Engineer-3d2be82cb558815c9e15e06b788e6a43,2026-09-05T06:30:00.000Z,2026-09-05T06:30:00.000Z,FALSE,,,,,,,2026-09-05T06:30:00.000Z,,3a check not run - rejected on fit before the gate.,,8700100002,,,UNKNOWN,,,,,,"Python-first AI application role with no Java content, so Leela's strongest evidence contributes nothing (Java relevance 0/10). Requires strong production Python, deployed RAG systems and agentic frameworks (LangGraph, LangChain, OpenAI Agents SDK) as core requirements. Her MCP career agent is real but single-project evidence against a 5+ yr production-AI bar. Score 51, below the 60 line.",REAL,,,,Not checked,,5+ years software/ML/AI engineering,HIGH,2026-09-05T06:30:00.000Z,,,ai transformation engineer,Dialpad — AI Transformation Engineer
APP30,Harris healthcare (STChealth),Senior Java Developer,REJECTED,DO NOT APPLY,,38,Low Priority,,,,,,UNVERIFIED,Other,Remote-India,India,"Mumbai, India (Remote)",2026-09-05,,,,https://builtinhyderabad.in/job/senior-java-developer/8749821,,,,,,3+ years of experience short; Struts 2.0; JSP/Servlets; jQuery; HL7; US healthcare domain,,Reposted 15 days ago. Listed on Built In Hyderabad but the role is Mumbai-remote.,3d2be82c-b558-8178-b6e4-d84d4380b91a,https://app.notion.com/p/Harris-healthcare-STChealth-Senior-Java-Developer-3d2be82cb5588178b6e4d84d4380b91a,2026-09-05T06:30:00.000Z,2026-09-05T06:30:00.000Z,FALSE,,,,,,,2026-09-05T06:30:00.000Z,,3a check not run - hard-rejected on fit before the gate.,,,,,UNKNOWN,,,,,,"HARD FLAG: 8+ years required against Leela's 4.7 - a gap of more than 3 years, which is an automatic reject under the rubric. Stack is also legacy-leaning (Struts 2.0, JSP, Servlets, Oracle AS) with no AI content, and the shift is 7:00 PM to 4:00 AM IST, a permanent night shift. Nothing here serves the GenAI transition.",REAL,,,,Not checked,,8+ years,MEDIUM,2026-09-05T06:30:00.000Z,,,senior java developer,Harris healthcare (STChealth) — Senior Java Developer
APP28,Accordion India,Lead AI Engineer - Artificial Intelligence,REJECTED,DO NOT APPLY,,42,Low Priority,,,,,,UNVERIFIED,Company Career Page,Unknown,India,"Hyderabad, Telangana, India",2026-09-05,,,,https://job-boards.greenhouse.io/accordionindia/jobs/7857591,https://job-boards.greenhouse.io/accordionindia/jobs/7857591,,,,,"MERN/MEAN stack (MongoDB, Express, React or Angular, Node.js); JavaScript/TypeScript; LangChain/LangGraph/AutoGen/DSPy; vector databases; Docker; team leadership at Lead level",,"JD also prefers tier-1/tier-2 CS institution degrees, an additional soft filter against this profile.",3d2be82c-b558-8147-b3cd-c49cad1eae73,https://app.notion.com/p/Accordion-India-Lead-AI-Engineer-3d2be82cb5588147b3cdc49cad1eae73,2026-09-05T06:30:00.000Z,2026-09-05T06:30:00.000Z,FALSE,,,,,,,2026-09-05T06:30:00.000Z,,"3a check not run - hard-rejected on fit before the gate, so no company spend was warranted.",,7857591,,,UNKNOWN,,,,,,"TWO HARD FLAGS. (1) Lead title with team-mentoring and leadership responsibilities - Leela is transitioning from Analyst to mid-level, so seniority scores 0. (2) 4 years of MERN or MEAN stack is a stated core requirement; she has no MongoDB, Express, React/Angular or Node.js experience at all, and claiming it would be fabrication. The GenAI content (LLM integration, RAG, multi-agent) is attractive and the Hyderabad location is ideal, but the stack requirement is disqualifying on its own.",REAL,,,,Not checked,,"4-8 yrs overall, 1-2 yrs GenAI, 4 yrs MERN/MEAN",HIGH,2026-09-05T06:30:00.000Z,,,lead ai engineer,Accordion India — Lead AI Engineer
APP27,Truveta,Senior Software Engineer - AI,REJECTED,DO NOT APPLY,,44,Low Priority,,,,,,UNVERIFIED,Company Career Page,Unknown,India,"Hyderabad, India",2026-09-05,,,,https://job-boards.greenhouse.io/truveta/jobs/6119397004,https://job-boards.greenhouse.io/truveta/jobs/6119397004,,,,,Production ML deployment; LLM fine-tuning (LoRA/PEFT/TRL); ML evaluation metrics; LangGraph/AutoGen/CrewAI; vector DBs and RAG at production scale; Docker/Kubernetes; FastAPI,,"Worth revisiting in 6-12 months. MCP is explicitly named as preferred, so if Leela builds and ships the RAG app and a multi-agent workflow alongside the MCP career agent, this becomes a realistic target.",3d2be82c-b558-81cc-b120-e380f594f158,https://app.notion.com/p/Truveta-Senior-Software-Engineer-AI-3d2be82cb55881ccb120e380f594f158,2026-09-05T06:30:00.000Z,2026-09-05T06:30:00.000Z,FALSE,,,,,,,2026-09-05T06:30:00.000Z,,"3a check not run - the job was hard-rejected on fit before the gate, so no company spend was warranted. Truveta already appears on this tracker under a separate backend role.",,6119397004,,,UNKNOWN,,,,,,"HARD FLAG: requires 5+ yrs of production ML systems plus LLM fine-tuning (LoRA, PEFT, TRL), ML validation metrics and agentic frameworks (LangGraph, AutoGen, CrewAI) as core requirements, not preferences. Leela has no production ML or fine-tuning experience and applying would require fabricated claims, which is prohibited. Painful near-miss: the JD lists deep MCP architecture experience as preferred, which is genuinely the strongest thing in her AI portfolio - but it sits behind an ML bar she cannot clear today.",REAL,,,,Not checked,,5+ years building and deploying production ML systems,HIGH,2026-09-05T06:30:00.000Z,,,senior software engineer ai,Truveta — Senior Software Engineer - AI
APP37,Atomicwork Inc,Applied AI Engineer,REJECTED,DO NOT APPLY,,34,Low Priority,,,,3,,UNVERIFIED,Company Career Page,Onsite,USA,United States,2026-09-06,,,,https://job-boards.greenhouse.io/atomicwork/jobs/5073381008,https://job-boards.greenhouse.io/atomicwork/jobs/5073381008,,,,,"US work authorization, PyTorch/TensorFlow, transformer fine-tuning, production ML systems, model serving",,Atomicwork board lists 27 openings incl. Bengaluru engineering roles; individual Bengaluru JDs could not be fetched this run. Found 2026-09-06.,3d3be82c-b558-8134-9546-cd4e4af85924,https://app.notion.com/p/Atomicwork-Applied-AI-Engineer-US-3d3be82cb55881349546cd4e4af85924,2026-09-06T01:11:00.000Z,2026-09-06T01:11:00.000Z,FALSE,,,,,,,2026-09-06T01:11:00.000Z,,,,5073381008,,,UNKNOWN,Unknown,,,Location/work authorization + unsupported production ML requirement,,"HARD FLAG x2 — (1) role is US-based and Leela has no US work authorization (INFERENCE, per master profile, to be confirmed); (2) requires production ML/AI system development with PyTorch or TensorFlow and transformer fine-tuning, which is UNSUPPORTED on her profile and could not be claimed without fabrication. Note: Atomicwork does hire Backend/Applied AI roles in Bengaluru — those are worth checking on a future run (their Bengaluru Backend Engineer JD fetch was refused today).",REAL,,,,Not checked,,,HIGH,2026-09-06T01:11:00.000Z,,,applied ai engineer,Atomicwork — Applied AI Engineer (US)
APP38,Wise,Staff Backend Engineer,REJECTED,DO NOT APPLY,,38,Low Priority,,,0,,,GENUINE,Other,Unknown,India,"Hyderabad, Telangana, India",2026-09-06,,,,https://builtin.com/job/staff-backend-engineer/9070012,https://builtin.com/job/staff-backend-engineer/9070012,,,,,,,"Same employer as existing tracker row 'Wise — Senior Backend Engineer' (RESUME_PREPARED, 77). Recorded separately because it is a distinct requisition. Found 2026-09-06.",3d3be82c-b558-81d4-9672-fa0de27546e2,https://app.notion.com/p/Wise-Staff-Backend-Engineer-Hyderabad-3d3be82cb55881d49672fa0de27546e2,2026-09-06T01:11:00.000Z,2026-09-06T01:11:00.000Z,FALSE,,,,,,,2026-09-06T01:11:00.000Z,,,,,,,UNKNOWN,Unknown,,,Staff-level seniority — experience gap,,"HARD FLAG — Staff-level seniority scores 0/10 on seniority and 0/20 on experience per SYSTEM_SPEC 2. Rejected on title and level alone; the full JD was not fetched, so Verification stays UNVERIFIED. Wise itself was already verified GENUINE on 2026-09-04 for the Senior Backend Engineer role, which is the right Wise role for Leela and already has a resume prepared (77/100).",UNVERIFIED,,,,Not checked,,,MEDIUM,2026-09-06T01:11:00.000Z,,,staff backend engineer,Wise — Staff Backend Engineer (Hyderabad)
APP36,Turing,Principal Forward Deployed AI Engineer,REJECTED,DO NOT APPLY,,32,Low Priority,,,0,3,,UNVERIFIED,Company Career Page,Unknown,India,"Bengaluru, Karnataka, India",2026-09-06,,,,https://job-boards.greenhouse.io/turing/jobs/5688729004,https://job-boards.greenhouse.io/turing/jobs/5688729004,,,,,"8+ yrs experience (Leela 4.7), 4-6 yrs AI/ML systems, LangChain/LangGraph, team leadership",,Recorded for market intelligence only. Found 2026-09-06.,3d3be82c-b558-8155-b6b7-e3088b7825a1,https://app.notion.com/p/Turing-Principal-Forward-Deployed-AI-Engineer-3d3be82cb5588155b6b7e3088b7825a1,2026-09-06T01:11:00.000Z,2026-09-06T01:11:00.000Z,FALSE,,,,,,,2026-09-06T01:11:00.000Z,,,,5688729004,,,UNKNOWN,Unknown,,,Experience gap >= 3 years; Principal/lead seniority,,"HARD FLAG — experience gap of 3+ years (asks 8+ yrs, plus 4-6 yrs in AI/ML models and systems; Leela has 4.7 yrs total and no professional AI/ML years). Principal-level with team leadership scope. Company gate not run because the role is rejected on fit alone.",REAL,,,,Not checked,,"8+ yrs engineering, 4-6+ yrs AI/ML, 1+ yr GenAI",HIGH,2026-09-06T01:11:00.000Z,,,principal forward deployed ai engineer,Turing — Principal Forward Deployed AI Engineer
APP35,Lynx Analytics,AI Engineer (India),ANALYZING,DO NOT APPLY,,64,Possible,,12,20,3,30,UNVERIFIED,Company Career Page,Hybrid,India,"Pune, Maharashtra, India",2026-09-06,,,,https://job-boards.greenhouse.io/lynxanalytics/jobs/8647303002,https://job-boards.greenhouse.io/lynxanalytics/jobs/8647303002,,,,,"1+ yr PROFESSIONAL LLM/AI experience (Leela has project-only, not employment — hard requirement she does not meet), RAG systems (D), vector DBs / embeddings (D), knowledge graphs (E), Python at professional depth (UNKNOWN)","Verify company ratings/office; separately, this role is the clearest signal that the professional-LLM-experience bar is what blocks Leela from core AI Engineer roles","Found via Greenhouse board search, 2026-09-06 run.",3d3be82c-b558-81f4-8eba-cec2e04950da,https://app.notion.com/p/Lynx-Analytics-AI-Engineer-India-3d3be82cb55881f48ebacec2e04950da,2026-09-06T01:11:00.000Z,2026-09-06T01:11:00.000Z,FALSE,,,,,,,2026-09-06T01:11:00.000Z,2026-09-07,"EXISTENCE: Lynx Analytics Pte. Ltd., Singapore-registered, UEN 201007733K (Singapore company profile listing, checked 2026-09-06); official Greenhouse board job-boards.greenhouse.io/lynxanalytics; CB Insights company profile exists. NOT RETRIEVED: Glassdoor rating, AmbitionBox rating, Google Maps Pune office, LinkedIn headcount. RED FLAGS: none found for this entity — note that unrelated 'lynxoasis.com' fake-job reports from Malaysia (2024) are a DIFFERENT company and must not be attributed to Lynx Analytics.",B-AI+Java,8647303002,,,UNKNOWN,Unknown,,,,,"Closest role of the day to Leela's stated target direction (agentic pipelines, tool use, orchestration, RAG) and the 2-4 yr band fits. Two blockers: (1) the JD requires a minimum of 1 year working with LLMs or AI systems PROFESSIONALLY — Leela's AI evidence is the AI Career Agent project plus AI-900, not paid AI work, so this is a genuine miss and AI relevance scores only 3/15 per rubric; (2) COMPANY GATE INCOMPLETE — Glassdoor/AmbitionBox ratings and Pune office not retrieved, Trust Score 30, verdict UNVERIFIED = DO NOT APPLY until verified. Also Pune hybrid with a 3-hour daily Pacific-time overlap, which is an evening/night commitment.",REAL,,,,Not checked,,2-4 yrs software/ML engineering; minimum 1 yr professional LLM/AI systems,HIGH,2026-09-06T01:11:00.000Z,,,ai engineer,Lynx Analytics — AI Engineer (India)
APP33,Zimperium,AI Software Engineer (Python),ANALYZING,DO NOT APPLY,,68,Possible,,13,20,8,30,UNVERIFIED,Company Career Page,Remote-India,India,"India (Remote) / Bangalore, India",2026-09-06,,,,https://jobs.lever.co/zimperium/5b35759a-d445-4fcb-b255-d719330af055,https://jobs.lever.co/zimperium/5b35759a-d445-4fcb-b255-d719330af055,https://www.zimperium.com,,,,"Docker/Kubernetes (D), Terraform/IaC (E), Kafka/Kinesis (D), observability platforms (D), professional Python depth (UNKNOWN), Linux/networking depth (UNKNOWN)",Verify Glassdoor + AmbitionBox ratings and Bengaluru office before any resume is drafted,"Found via web search of lever.co boards, 2026-09-06 daily run. Job Inbox was empty; no Gmail job alerts matched.",3d3be82c-b558-8147-9ef4-d039a68dced3,https://app.notion.com/p/Zimperium-AI-Software-Engineer-Python-3d3be82cb55881479ef4d039a68dced3,2026-09-06T01:11:00.000Z,2026-09-06T01:11:00.000Z,FALSE,,,,,,,2026-09-06T01:11:00.000Z,2026-09-07,"EXISTENCE CONFIRMED: Wikipedia (founded 2010, HQ Dallas TX, acquired by Liberty Strategic Capital Mar 2022 for ~$525M, SoftBank minority) https://en.wikipedia.org/wiki/Zimperium checked 2026-09-06; LinkedIn company page exists https://www.linkedin.com/company/zimperium; official ATS on jobs.lever.co/zimperium. NOT RETRIEVED: Glassdoor numeric rating (page E1256164 exists, could not read value), AmbitionBox rating, Google Maps Bengaluru office listing. RED FLAGS: none found in scam/fake-job/salary-delay search 2026-09-06 (results were generic scam-awareness articles, nothing about Zimperium).",B-AI+Java,5b35759a-d445-4fcb-b255-d719330af055,,,UNKNOWN,Unknown,,,,,"Score 68 = Possible band (MAYBE) on fit, but COMPANY GATE INCOMPLETE this run: Glassdoor and AmbitionBox ratings and Google Maps office could not be retrieved (fetches refused in unattended cloud run), so Trust Score is only 30/100 and the verdict is UNVERIFIED. Per SYSTEM_SPEC 3a, UNVERIFIED = DO NOT APPLY until verified. Fit caveat: title says AI but the JD is platform/backend Python + Docker/K8s/Terraform, not LLM work; Java relevance is near zero.",REAL,,,,Not checked,,Not stated in JD,HIGH,2026-09-06T01:11:00.000Z,,,ai software engineer python,Zimperium — AI Software Engineer (Python)
APP34,S&P Global,"Software Engineer, Backend Development (Python)",ANALYZING,DO NOT APPLY,,65,Possible,,11,20,8,40,UNVERIFIED,Other,Onsite,India,"Bengaluru, Karnataka, India",2026-09-06,2026-08-31,,,https://builtin.com/job/software-engineer-backend-development-python/10865150,https://builtin.com/job/software-engineer-backend-development-python/10865150,https://www.spglobal.com,,,,"Python at professional depth (UNKNOWN), Docker/Kubernetes (D), Kafka/RabbitMQ/Celery (D), AWS hands-on (cert only, C), observability/tracing (D), Terraform (E)","Verify ratings, then re-decide; if verdict GENUINE the fit score of 65 makes it a MAYBE, not an APPLY","Found via Built In Hyderabad backend listing page, 2026-09-06 run. Posting shown as 6 days old (~2026-08-31).",3d3be82c-b558-8151-b51d-e9169a53ea07,https://app.notion.com/p/S-P-Global-Software-Engineer-Backend-Development-Python-3d3be82cb5588151b51de9169a53ea07,2026-09-06T01:11:00.000Z,2026-09-06T01:11:00.000Z,FALSE,,,,,,,2026-09-06T01:11:00.000Z,2026-09-07,"EXISTENCE: S&P Global is a publicly listed company (NYSE: SPGI) with a large India presence; official site spglobal.com; Glassdoor employer page E1259396 and Indeed India review page (464 reviews) both exist. NOT RETRIEVED this run: Glassdoor numeric rating, AmbitionBox rating, Google Maps Bengaluru office listing — search snippets carried no figures and page fetches were refused. RED FLAGS: none found.",B-AI+Java,,,,UNKNOWN,Unknown,,,,,"Score 65 = Possible (MAYBE) on fit — backend services and APIs for AI applications is exactly the AI-adjacent backend lane, and 3+ yrs matches Leela's 4.7. Blocked today because the COMPANY GATE could not be completed: Glassdoor/AmbitionBox numeric ratings and Maps office not retrievable in this unattended run, Trust Score 40, verdict UNVERIFIED = DO NOT APPLY until verified. Also note the stack is Python-first (Flask/FastAPI/Django), so Java carries almost no weight, and the role is in-office Bengaluru, not Hyderabad.",REAL,,,,Not checked,,3+ years developing customer-facing APIs,MEDIUM,2026-09-06T01:11:00.000Z,,,software engineer backend development python,"S&P Global — Software Engineer, Backend Development (Python)"
APP40,EPAM Systems,"Lead Software Engineer (Python, GenAI, LLM)",REJECTED,DO NOT APPLY,,42,Low Priority,,,0,3,,UNVERIFIED,Company Career Page,Unknown,India,"Hyderabad, India",2026-09-06,,,,https://www.epam.com/careers/job-listings/job.epamgdo_blt3c95b5bb35a02a25_en-us_Hyderabad_India.lead-software-engineer-python-genai-llm_hyderabad_india,https://www.epam.com/careers/job-listings/job.epamgdo_blt3c95b5bb35a02a25_en-us_Hyderabad_India.lead-software-engineer-python-genai-llm_hyderabad_india,https://www.epam.com,,,,,,"Found via web search of epam.com careers, 2026-09-06.",3d3be82c-b558-81bf-aef2-c39593eae6d8,https://app.notion.com/p/EPAM-Lead-Software-Engineer-Python-GenAI-LLM-3d3be82cb55881bfaef2c39593eae6d8,2026-09-06T01:12:00.000Z,2026-09-06T01:12:00.000Z,FALSE,,,,,,,2026-09-06T01:12:00.000Z,,,,,,,UNKNOWN,Unknown,,,Lead-level seniority; Python/GenAI-first stack,,"HARD FLAG — Lead-level title, 0/10 seniority per SYSTEM_SPEC 2, and a Python/GenAI-first role rather than Java+AI. JD not fetched. Targeting note: EPAM Hyderabad is actively hiring Python/GenAI/LLM engineers and posts on its own career site, so their Software Engineer / Senior Software Engineer GenAI reqs in Hyderabad are a good source to check directly on future runs.",UNVERIFIED,,,,Not checked,,,MEDIUM,2026-09-06T01:12:00.000Z,,,lead software engineer python genai llm,"EPAM — Lead Software Engineer (Python, GenAI, LLM)"
APP39,JPMorganChase,"Senior Lead Software Engineer (Python, Java Backend Engineering)",REJECTED,DO NOT APPLY,,40,Low Priority,,,0,,,UNVERIFIED,Other,Unknown,India,"Hyderabad, Telangana, India",2026-09-06,,,,https://builtin.com/job/senior-lead-software-engineer-python-java-backend-engineering/10307033,https://builtin.com/job/senior-lead-software-engineer-python-java-backend-engineering/10307033,,,,,,,"Found via Built In Hyderabad backend listing, 2026-09-06.",3d3be82c-b558-81dc-b6c1-f17d71b2bec7,https://app.notion.com/p/JPMorganChase-Senior-Lead-Software-Engineer-Python-Java-Backend-3d3be82cb55881dcb6c1f17d71b2bec7,2026-09-06T01:12:00.000Z,2026-09-06T01:12:00.000Z,FALSE,,,,,,,2026-09-06T01:12:00.000Z,,,,,,,UNKNOWN,Unknown,,,Lead-level seniority,,"HARD FLAG — 'Senior Lead' is a lead-level title at JPMorganChase and scores 0/10 seniority, 0/20 experience per SYSTEM_SPEC 2. Rejected on level; JD not fetched. Worth noting for targeting: JPMorganChase Hyderabad does hire Java+Python backend engineers, so their mid-level (Software Engineer II / III) Hyderabad reqs are worth a targeted check on a future run.",UNVERIFIED,,,,Not checked,,,MEDIUM,2026-09-06T01:12:00.000Z,,,senior lead software engineer python java backend,"JPMorganChase — Senior Lead Software Engineer (Python, Java Backend)"
APP44,JPMorgan Chase,Software Engineer III - GenAI Engineer,REJECTED,DO NOT APPLY,,59,Low Priority,55,9,20,3,,UNVERIFIED,Other,Unknown,India,"Bangalore, India",2026-09-07,2026-01-14,,,https://www.themuse.com/jobs/jpmorganchase/software-engineer-iii-genai-engineer,https://www.themuse.com/jobs/jpmorganchase/software-engineer-iii-genai-engineer,https://careers.jpmorgan.com,,,,"Professional-grade Python, TensorFlow/PyTorch, ML algorithms (supervised/unsupervised/reinforcement), AI model optimisation, data engineering, production agentic AI. Mostly D/E-class — a months-long gap, not a weekend one.",None. Kept as a rejected record so future runs skip it.,"Found 2026-09-07. Posting is dated 2026-01-14 on The Muse — roughly eight months old, so freshness is QUESTIONABLE and the req may well be closed. Aggregator listing, not the official careers page; the canonical JPMC URL was not obtained. A separate JPMorganChase row (Senior Lead SWE) already exists from 2026-09-06 — this is a different req, not a duplicate.",3d4be82c-b558-81a8-b410-ea57ca67addb,https://app.notion.com/p/JPMorgan-Chase-Software-Engineer-III-GenAI-Engineer-3d4be82cb55881a8b410ea57ca67addb,2026-09-07T00:47:00.000Z,2026-09-07T00:47:00.000Z,FALSE,,,,,,,2026-09-07T00:47:00.000Z,,"Gate not run — role rejected on fit before the company check, so no verification spend. JPMorgan Chase's existence is not in doubt; ratings were not gathered.",,JPMorgan-210698495,,,UNKNOWN,Unknown,,,,,"Seniority and years fit well (SE III, 3+ yrs), but the required stack is Python plus AI/ML frameworks, GenAI/ML technologies and agentic AI development — a Python/ML-first role, not a Java-backend-meets-AI role. Leela's Python is academic/personal level (PARTIALLY VERIFIED) and there is no production ML work to point at, so Java/backend relevance scores 2/10 and AI relevance 3/15. Total 59, below the 60 line. Applying would need claims the master profile does not support.",QUESTIONABLE,,,,Not checked,,3+ years applied software engineering,MEDIUM,2026-09-07T00:47:00.000Z,,,software engineer iii genai engineer,"JPMorgan Chase — Software Engineer III, GenAI Engineer"
APP43,PayPay India,Backend Engineer,ANALYZING,MANUAL REVIEW,,77,Good,80,16,20,8,,UNVERIFIED,Company Career Page,Unknown,India,"Gurugram, India",2026-09-07,,,,https://job-boards.greenhouse.io/pay2dc/jobs/4024283006,https://job-boards.greenhouse.io/pay2dc/jobs/4024283006,,,,,"NoSQL and distributed cache at scale, microservices in production (UNSUPPORTED on the master profile — must not be claimed), high-transaction system design. Concurrency and AWS are C-class transferable.","ASK LEELA: is Gurugram / Delhi NCR acceptable, and would she relocate? If yes, next run completes the company gate and drafts a Resume B. If no, this closes as DO NOT APPLY on location.","Found 2026-09-07 via Greenhouse board search. JD also accepts Kotlin or Scala, and asks for business-level English or Japanese — English satisfies it. Application form live at time of check.",3d4be82c-b558-81dd-bbed-d894422ceff5,https://app.notion.com/p/PayPay-India-Backend-Engineer-3d4be82cb55881ddbbedd894422ceff5,2026-09-07T00:47:00.000Z,2026-09-07T00:47:00.000Z,FALSE,,,,,,,2026-09-07T00:47:00.000Z,2026-09-08,"Company verification gate NOT run this cycle — the row is held at MANUAL REVIEW on location, so the gate is deferred until Leela says whether NCR is acceptable. Verdict left UNVERIFIED, which under SYSTEM_SPEC 3a means no resume may be drafted and no application may proceed regardless of the 77 score.",,pay2dc-4024283006,,,UNKNOWN,Unknown,,,,,"Technically the strongest new find of the run — 4+ yrs Java asked against Leela's 4 yr 8 mo, REST APIs, DS&A/OOP, CS degree, and the JD explicitly rewards using AI/LLM tools in daily engineering work, which she genuinely does. Blocked on location, not on fit: Gurugram is not on her target list (Remote, Hyderabad, Dubai, Bangalore, Chennai, Pune, US, Europe) and the JD does not state the work mode. If the role is onsite in NCR that is a hard flag and an automatic DO NOT APPLY; if it is remote or Leela is open to NCR, this becomes an APPLY. Held at MANUAL REVIEW rather than guessed either way. Company verification gate deliberately NOT run yet — no point spending it before the location question is settled.",REAL,,,,Not checked,,4+ years professional Java,HIGH,2026-09-07T00:47:00.000Z,,,backend engineer java,PayPay India — Backend Engineer
